session,participant_code,participant_label,uid,choice,Payout_High,Payout_Middle,Payout_Low,Left_High,Left_Middle,Left_low,Right_High,Right_Middle,Right_Low,Page_Time,Time_Started_UTC,Survey_ID
drbn2plg,65oplzis,,Q_40,A,$100,$50,$20,0.65,0.2,0.15,0.25,0.7,0.05,2.0008461475372314,1705343830.1533935,Part 2
drbn2plg,65oplzis,,Q_31,A,$100,$50,$20,0.35,0.15,0.5,0.1,0.5,0.4,1.0475060939788818,1705343832.220941,Part 2
drbn2plg,65oplzis,,Q_33,A,$100,$50,$20,0.0,1.0,0.0,0.4,0.5,0.1,1.1985752582550049,1705343833.339245,Part 2
drbn2plg,65oplzis,,Q_46,A,$250,$100,$50,0.05,0.55,0.4,0.25,0.15,0.6,1.2324912548065186,1705343834.6115353,Part 2
drbn2plg,65oplzis,,Q_51,A,$100,$75,$20,0.5,0.3,0.2,0.25,0.65,0.1,1.7010712623596191,1705343835.9193442,Part 2
drbn2plg,65oplzis,,Q_15,A,$100,$50,$20,0.35,0.45,0.2,0.5,0.15,0.35,1.2774393558502195,1705343837.6958427,Part 2
drbn2plg,65oplzis,,Q_24,A,$100,$50,$20,0.4,0.55,0.05,0.55,0.3,0.15,1.300840139389038,1705343839.0379777,Part 2
drbn2plg,65oplzis,,Q_22,A,$100,$50,$20,0.35,0.15,0.5,0.05,0.65,0.3,1.4162821769714355,1705343840.4119112,Part 2
drbn2plg,65oplzis,,Q_23,A,$100,$50,$20,0.25,0.05,0.7,0.1,0.3,0.6,2.115422010421753,1705343841.89669,Part 2
drbn2plg,65oplzis,,Q_5,A,$100,$50,$20,0.7,0.3,0.0,0.8,0.0,0.2,1.5443437099456787,1705343844.084357,Part 2
drbn2plg,65oplzis,,Q_43,A,$250,$100,$50,0.5,0.0,0.5,0.1,0.8,0.1,1.0384554862976074,1705343845.7316158,Part 2
drbn2plg,65oplzis,,Q_66,A,$250,$100,$50,0.0,0.3,0.7,0.1,0.3,0.6,1.2897841930389404,1705343846.849474,Part 2
drbn2plg,65oplzis,,Q_3,A,$100,$50,$20,0.1,0.7,0.2,0.3,0.1,0.6,1.5772104263305664,1705343848.2092469,Part 2
drbn2plg,65oplzis,,Q_41,A,$250,$100,$50,0.0,1.0,0.0,0.1,0.8,0.1,1.4157116413116455,1705343849.861164,Part 2
drbn2plg,65oplzis,,Q_50,B,$100,$75,$20,0.5,0.3,0.2,0.0,1.0,0.0,1.353837013244629,1705343851.3616524,Part 2
drbn2plg,65oplzis,,Q_62,A,$50,$20,$10,0.05,0.75,0.2,0.45,0.25,0.3,1.3583924770355225,1705343852.7788568,Part 2
drbn2plg,65oplzis,,Q_16,B,$100,$50,$20,0.65,0.3,0.05,0.75,0.1,0.15,1.6094543933868408,1705343854.2030368,Part 2
drbn2plg,65oplzis,,Q_21,A,$100,$50,$20,0.75,0.25,0.0,0.9,0.0,0.1,1.4887897968292236,1705343855.8923163,Part 2
drbn2plg,65oplzis,,Q_36,B,$100,$50,$20,0.0,0.25,0.75,0.2,0.0,0.8,1.4819366931915283,1705343857.4608626,Part 2
drbn2plg,65oplzis,,Q_6,A,$100,$50,$20,0.05,0.55,0.4,0.15,0.25,0.6,1.6182947158813477,1705343859.0106037,Part 2
drbn2plg,65oplzis,,Q_19,B,$100,$50,$20,0.6,0.0,0.4,0.15,0.75,0.1,1.891714096069336,1705343860.6985052,Part 2
drbn2plg,65oplzis,,Q_37,A,$100,$50,$20,0.9,0.0,0.1,0.5,0.5,0.0,1.9448935985565183,1705343862.6754491,Part 2
drbn2plg,65oplzis,,Q_25,B,$100,$50,$20,0.0,1.0,0.0,0.25,0.65,0.1,2.5096442699432373,1705343864.7024093,Part 2
drbn2plg,65oplzis,,Q_27,A,$100,$50,$20,0.5,0.3,0.2,0.25,0.65,0.1,1.3165695667266846,1705343867.3004527,Part 2
drbn2plg,65oplzis,,Q_18,B,$100,$50,$20,0.0,1.0,0.0,0.6,0.0,0.4,1.6848747730255127,1705343868.6925905,Part 2
drbn2plg,65oplzis,,Q_13,A,$100,$50,$20,0.9,0.0,0.1,0.8,0.2,0.0,1.6720926761627195,1705343870.4506729,Part 2
drbn2plg,65oplzis,,Q_67,B,$100,$75,$20,0.4,0.1,0.5,0.2,0.0,0.8,1.3669722080230713,1705343872.21513,Part 2
drbn2plg,65oplzis,,Q_8,A,$100,$50,$20,0.6,0.1,0.3,0.5,0.4,0.1,2.0767970085144043,1705343873.6647823,Part 2
drbn2plg,65oplzis,,Q_58,B,$50,$20,$10,0.8,0.0,0.2,0.0,1.0,0.0,1.399092674255371,1705343875.8124082,Part 2
drbn2plg,65oplzis,,Q_56,A,$100,$75,$20,0.75,0.1,0.15,0.5,0.45,0.05,1.4811680316925049,1705343877.275417,Part 2
wu79af5s,kwfl8iug,,Q_67,A,$100,$75,$20,0.4,0.1,0.5,0.2,0.0,0.8,1.4826922416687012,1705344646.8993578,Part 2
wu79af5s,kwfl8iug,,Q_6,A,$100,$50,$20,0.05,0.55,0.4,0.15,0.25,0.6,1.0731031894683838,1705344648.4722612,Part 2
wu79af5s,kwfl8iug,,Q_33,A,$100,$50,$20,0.0,1.0,0.0,0.4,0.5,0.1,2.314955234527588,1705344649.6151948,Part 2
wu79af5s,kwfl8iug,,Q_48,A,$250,$100,$50,0.65,0.3,0.05,0.75,0.1,0.15,8.07015872001648,1705344652.0078948,Part 2
wu79af5s,kwfl8iug,,Q_60,A,$50,$20,$10,0.0,0.25,0.75,0.2,0.0,0.8,1.2364919185638428,1705344660.1556537,Part 2
wu79af5s,kwfl8iug,,Q_17,A,$100,$50,$20,0.15,0.75,0.1,0.0,1.0,0.0,1.0707788467407229,1705344661.47603,Part 2
wu79af5s,kwfl8iug,,Q_62,A,$50,$20,$10,0.05,0.75,0.2,0.45,0.25,0.3,1.3499598503112793,1705344662.623015,Part 2
wu79af5s,kwfl8iug,,Q_35,A,$100,$50,$20,0.8,0.0,0.2,0.4,0.5,0.1,2.662566900253296,1705344664.0495474,Part 2
wu79af5s,kwfl8iug,,Q_24,A,$100,$50,$20,0.4,0.55,0.05,0.55,0.3,0.15,1.3597497940063477,1705344666.779824,Part 2
wu79af5s,kwfl8iug,,Q_36,B,$100,$50,$20,0.0,0.25,0.75,0.2,0.0,0.8,1.4564695358276367,1705344668.21348,Part 2
wu79af5s,kwfl8iug,,Q_25,A,$100,$50,$20,0.0,1.0,0.0,0.25,0.65,0.1,2.9575235843658447,1705344669.738389,Part 2
wu79af5s,kwfl8iug,,Q_66,A,$250,$100,$50,0.0,0.3,0.7,0.1,0.3,0.6,1.2945823669433594,1705344672.7803109,Part 2
wu79af5s,kwfl8iug,,Q_32,A,$100,$50,$20,0.5,0.45,0.05,0.75,0.1,0.15,1.1567316055297852,1705344674.1587677,Part 2
wu79af5s,kwfl8iug,,Q_29,A,$100,$50,$20,0.65,0.35,0.0,0.9,0.0,0.1,1.2052342891693115,1705344675.392373,Part 2
wu79af5s,kwfl8iug,,Q_26,A,$100,$50,$20,0.5,0.3,0.2,0.0,1.0,0.0,1.5453202724456787,1705344676.7126684,Part 2
wu79af5s,kwfl8iug,,Q_8,A,$100,$50,$20,0.6,0.1,0.3,0.5,0.4,0.1,1.4158260822296145,1705344678.3264527,Part 2
wu79af5s,kwfl8iug,,Q_13,A,$100,$50,$20,0.9,0.0,0.1,0.8,0.2,0.0,1.475670337677002,1705344679.8117025,Part 2
wu79af5s,kwfl8iug,,Q_45,A,$250,$100,$50,0.8,0.2,0.0,0.9,0.0,0.1,1.329103708267212,1705344681.3666294,Part 2
wu79af5s,kwfl8iug,,Q_12,A,$100,$50,$20,0.1,0.0,0.9,0.0,0.2,0.8,26.85088801383972,1705344682.771294,Part 2
wu79af5s,kwfl8iug,,Q_4,A,$100,$50,$20,0.1,0.0,0.9,0.0,0.3,0.7,1.3424797058105469,1705344709.6832447,Part 2
wu79af5s,kwfl8iug,,Q_31,A,$100,$50,$20,0.35,0.15,0.5,0.1,0.5,0.4,1.4606480598449707,1705344711.1089752,Part 2
wu79af5s,kwfl8iug,,Q_37,A,$100,$50,$20,0.9,0.0,0.1,0.5,0.5,0.0,1.1270172595977783,1705344712.62966,Part 2
wu79af5s,kwfl8iug,,Q_51,A,$100,$75,$20,0.5,0.3,0.2,0.25,0.65,0.1,1.4066383838653564,1705344713.8195512,Part 2
wu79af5s,kwfl8iug,,Q_21,A,$100,$50,$20,0.75,0.25,0.0,0.9,0.0,0.1,1.1140406131744385,1705344715.292988,Part 2
wu79af5s,kwfl8iug,,Q_56,A,$100,$75,$20,0.75,0.1,0.15,0.5,0.45,0.05,1.327197790145874,1705344716.4704883,Part 2
wu79af5s,kwfl8iug,,Q_27,A,$100,$50,$20,0.5,0.3,0.2,0.25,0.65,0.1,1.1817631721496582,1705344717.8629804,Part 2
wu79af5s,kwfl8iug,,Q_7,A,$100,$50,$20,0.2,0.75,0.05,0.4,0.15,0.45,1.2213261127471924,1705344719.1253943,Part 2
wu79af5s,kwfl8iug,,Q_49,A,$100,$75,$20,0.25,0.65,0.1,0.0,1.0,0.0,1.3069837093353271,1705344720.4134307,Part 2
wu79af5s,kwfl8iug,,Q_53,A,$100,$75,$20,0.65,0.35,0.0,0.9,0.0,0.1,1.2179837226867676,1705344721.779065,Part 2
wu79af5s,kwfl8iug,,Q_5,A,$100,$50,$20,0.7,0.3,0.0,0.8,0.0,0.2,1.1406965255737305,1705344723.0617485,Part 2
wu79af5s,kwfl8iug,,Q_43,A,$250,$100,$50,0.5,0.0,0.5,0.1,0.8,0.1,1.158062219619751,1705344724.263374,Part 2
wu79af5s,kwfl8iug,,Q_68,A,$50,$20,$10,0.8,0.2,0.0,0.6,0.3,0.1,1.677225112915039,1705344725.48907,Part 2
wu79af5s,kwfl8iug,,Q_59,A,$50,$20,$10,0.8,0.0,0.2,0.4,0.5,0.1,1.4445254802703855,1705344727.2298405,Part 2
wu79af5s,kwfl8iug,,Q_23,A,$100,$50,$20,0.25,0.05,0.7,0.1,0.3,0.6,1.4325504302978516,1705344728.7412455,Part 2
wu79af5s,kwfl8iug,,Q_28,A,$100,$50,$20,0.0,0.35,0.65,0.25,0.0,0.75,1.220834255218506,1705344730.241868,Part 2
wu79af5s,kwfl8iug,,Q_34,A,$100,$50,$20,0.0,1.0,0.0,0.8,0.0,0.2,1.0513017177581787,1705344731.5271397,Part 2
wu79af5s,kwfl8iug,,Q_55,A,$100,$75,$20,0.1,0.5,0.4,0.35,0.15,0.5,1.130528450012207,1705344732.6413648,Part 2
wu79af5s,kwfl8iug,,Q_10,A,$100,$50,$20,0.0,1.0,0.0,0.5,0.0,0.5,1.039494276046753,1705344733.8371575,Part 2
wu79af5s,kwfl8iug,,Q_11,A,$100,$50,$20,0.5,0.0,0.5,0.1,0.8,0.1,1.0571246147155762,1705344734.9542818,Part 2
wu79af5s,kwfl8iug,,Q_58,A,$50,$20,$10,0.8,0.0,0.2,0.0,1.0,0.0,1.89210057258606,1705344736.0829513,Part 2
wu79af5s,kwfl8iug,,Q_64,A,$50,$20,$10,0.25,0.7,0.05,0.65,0.2,0.15,1.3058514595031738,1705344738.0399857,Part 2
wu79af5s,kwfl8iug,,Q_50,A,$100,$75,$20,0.5,0.3,0.2,0.0,1.0,0.0,2.7634470462799072,1705344739.4110727,Part 2
wu79af5s,kwfl8iug,,Q_46,B,$250,$100,$50,0.05,0.55,0.4,0.25,0.15,0.6,1.269984006881714,1705344742.2388382,Part 2
wu79af5s,kwfl8iug,,Q_65,A,$100,$50,$20,0.1,0.3,0.6,0.25,0.25,0.5,1.5494723320007324,1705344743.5761006,Part 2
wu79af5s,kwfl8iug,,Q_44,B,$250,$100,$50,0.1,0.0,0.9,0.0,0.2,0.8,1.5096876621246338,1705344745.1907086,Part 2
wu79af5s,kwfl8iug,,Q_63,A,$50,$20,$10,0.3,0.15,0.55,0.1,0.4,0.5,2.0741567611694336,1705344746.765772,Part 2
wu79af5s,kwfl8iug,,Q_61,A,$50,$20,$10,0.5,0.5,0.0,0.9,0.0,0.1,1.4820308685302734,1705344748.9044795,Part 2
wu79af5s,kwfl8iug,,Q_47,B,$250,$100,$50,0.5,0.15,0.35,0.35,0.45,0.2,1.308609962463379,1705344750.4784217,Part 2
wu79af5s,kwfl8iug,,Q_14,A,$100,$50,$20,0.25,0.15,0.6,0.05,0.55,0.4,1.204221487045288,1705344751.8552942,Part 2
wu79af5s,kwfl8iug,,Q_1,A,$100,$50,$20,0.1,0.7,0.2,0.0,1.0,0.0,1.280853509902954,1705344753.124944,Part 2
wu79af5s,kwfl8iug,,Q_41,A,$250,$100,$50,0.0,1.0,0.0,0.1,0.8,0.1,1.3022375106811523,1705344754.4717,Part 2
wu79af5s,kwfl8iug,,Q_38,A,$100,$50,$20,0.45,0.25,0.3,0.05,0.75,0.2,1.4427878856658936,1705344755.8381886,Part 2
wu79af5s,kwfl8iug,,Q_52,B,$100,$75,$20,0.0,0.35,0.65,0.25,0.0,0.75,1.5756771564483645,1705344757.3435118,Part 2
wu79af5s,kwfl8iug,,Q_20,A,$100,$50,$20,0.0,0.25,0.75,0.15,0.0,0.85,1.6174449920654297,1705344758.9841444,Part 2
wu79af5s,kwfl8iug,,Q_42,B,$250,$100,$50,0.5,0.0,0.5,0.0,1.0,0.0,1.723712682723999,1705344760.6666536,Part 2
wu79af5s,kwfl8iug,,Q_18,A,$100,$50,$20,0.0,1.0,0.0,0.6,0.0,0.4,1.4921441078186035,1705344762.4957569,Part 2
wu79af5s,kwfl8iug,,Q_39,B,$100,$50,$20,0.1,0.4,0.5,0.3,0.15,0.55,1.8186264038085933,1705344764.0536742,Part 2
wu79af5s,kwfl8iug,,Q_3,A,$100,$50,$20,0.1,0.7,0.2,0.3,0.1,0.6,1.5577008724212646,1705344765.934651,Part 2
wu79af5s,kwfl8iug,,Q_2,A,$100,$50,$20,0.3,0.1,0.6,0.0,1.0,0.0,1.9172465801239007,1705344767.5571318,Part 2
wu79af5s,kwfl8iug,,Q_22,B,$100,$50,$20,0.35,0.15,0.5,0.05,0.65,0.3,1.2835586071014404,1705344769.5430071,Part 2
wu79af5s,kwfl8iug,,Q_15,A,$100,$50,$20,0.35,0.45,0.2,0.5,0.15,0.35,1.466968297958374,1705344770.8925674,Part 2
wu79af5s,kwfl8iug,,Q_57,A,$50,$20,$10,0.4,0.5,0.1,0.0,1.0,0.0,1.1498794555664062,1705344772.4258,Part 2
wu79af5s,kwfl8iug,,Q_54,A,$100,$75,$20,0.05,0.75,0.2,0.55,0.05,0.4,1.0873942375183103,1705344773.6427567,Part 2
wu79af5s,kwfl8iug,,Q_19,A,$100,$50,$20,0.6,0.0,0.4,0.15,0.75,0.1,1.3839552402496338,1705344774.7925165,Part 2
wu79af5s,kwfl8iug,,Q_16,A,$100,$50,$20,0.65,0.3,0.05,0.75,0.1,0.15,1.1036531925201416,1705344776.241219,Part 2
wu79af5s,kwfl8iug,,Q_40,A,$100,$50,$20,0.65,0.2,0.15,0.25,0.7,0.05,1.4292845726013184,1705344777.4103208,Part 2
wu79af5s,kwfl8iug,,Q_9,A,$100,$50,$20,0.0,1.0,0.0,0.1,0.8,0.1,2.226748466491699,1705344778.9038465,Part 2
wu79af5s,kwfl8iug,,Q_30,B,$100,$50,$20,0.55,0.05,0.4,0.05,0.75,0.2,1.6025505065917969,1705344781.2023416,Part 2
